year,team,player,pos,goals,assists,plus.minus,toi,dps,ops,dps.sr,ops.sr
2001,CBJ,Petteri Nummelin,D,4,12,-11,1051,1.7243475626705675,-0.16817913144806348,1,1.6
2001,CBJ,Kevin Dineen,RW,8,7,2,701,1.142572766560422,1.7219092365708943,0.5,1
2001,CBJ,Jamie Pushor,D,3,10,7,1561,4.374358059818317,-2.8517895067098893,0,4.2
2001,CBJ,Mattias Timander,D,2,9,-8,1599,3.302154924119117,-3.5647315058256974,-0.3,3.1
2001,CBJ,Chris Nielsen,LW,4,5,4,305,0.4491637565194283,1.3174076010995481,0.5,0.5
2001,CBJ,Frantisek Kucera,D,2,5,-5,850,1.697300920559755,-1.4982544501610289,0.1,1.6
2001,CBJ,Mike Maneluk,RW,5,1,-11,458,0.268407655854359,0.3604387263792806,-0.1,0.1
2001,CBJ,Jean-Luc Grand-Pierre,D,1,4,-6,822,1.5508960697668743,-1.9621847173934777,-0.2,1.5
2001,CBJ,Jan Caloun,RW,0,3,-8,139,-0.09963433340068893,0.045137809064981986,-0.1,-0.1
2001,CBJ,Steve Maltais,RW,0,3,-9,311,0.12279934546977009,-0.603801855843165,-0.6,0
2001,CBJ,Ray Whitney,LW,0,3,-1,61,0.019905753669090084,0.33942440129076956,0.1,0
2001,CBJ,Rostislav Klesla,D,2,0,-1,147,0.28302131642098577,0.204811771513846,0.3,0.3
2001,CBJ,Radim Bicanek,D,0,2,1,154,0.4555916911868639,-0.20131296904020396,0,0.4
2001,CBJ,Bill Bowler,C,0,2,-3,88,0.003302454162422673,0.04769876284315479,0,0
2001,CBJ,Krzysztof Oliwa,LW,0,2,1,53,0.08989696384697533,0.17975043884190564,0.1,0.1
2001,CBJ,Blake Sloan,RW,1,0,-2,186,0.2048524872723901,-0.3220459299533475,-0.3,0.2
2001,CBJ,Martin Spanhel,LW,1,0,-1,75,0.033390297925448995,0.09674652821411941,0,0.1
2001,CBJ,Kevin Dahl,D,0,0,1,42,0.1807589441699896,-0.15846201119850098,0,0.2
2001,CBJ,Mathieu Darche,LW,0,0,-4,91,-0.06774379041099059,-0.3433343575967522,-0.3,0
2001,CBJ,Matt Davidson,RW,0,0,2,36,0.13238359655047827,-0.13582458102728656,-0.1,0.1
2001,CBJ,Ted Drury,C,0,0,-3,15,-0.0961164534067855,-0.05659357542803607,0,-0.1
2001,CBJ,Mike Gaul,D,0,0,0,27,0.0662543229415679,-0.10186843577046494,0,0.1
2001,CBJ,Sean Selmser,LW,0,0,0,11,0.010594999058567714,-0.04150195531389312,0,0
2001,CBJ,Jody Shelley,LW,0,0,0,2,0.00192636346519413,-0.007545810057071476,0,0
2001,CGY,Jarome Iginla*,RW,31,40,-2,1537,1.878521303517167,13.617441314402145,6,1.8
2001,CGY,Marc Savard,C,23,42,-12,1480,1.5525465131225875,11.167501324502583,4.8,1.4
2001,CGY,Valeri Bure,RW,27,28,-21,1483,1.0716744523730333,10.014041648048648,4.2,1
2001,CGY,Cory Stillman,LW,21,24,-6,1243,1.3998714357737176,7.873829624581685,3.2,1.3
2001,CGY,Dave Lowry,LW,18,17,-2,1259,1.5762843799783426,5.338824394493735,1.9,1.5
2001,CGY,Phil Housley*,D,4,30,-15,1253,2.0821571412608324,2.50610942124413,2.5,1.9
2001,CGY,Derek Morris,D,5,23,-15,1318,2.250628379584574,1.3090864599157002,1.9,2.1
2001,CGY,Oleg Saprykin,RW,9,14,4,718,1.069228396850964,3.382472650142422,1.2,1
2001,CGY,Jeff Shantz,C,5,15,-7,1084,1.2066424347378872,0.6690916214352928,-0.5,1.1
2001,CGY,Tommy Albelin,D,1,19,2,1608,4.323112577686213,-2.0693379210963196,0.4,4.1
2001,CGY,Toni Lydman,D,3,16,-7,1278,2.7685270836946425,-0.633922434784804,0.9,2.6
2001,CGY,Jason Wiemer,C,10,5,-15,905,0.6516989927545468,1.3444416215431898,0,0.5
2001,CGY,Clarke Wilm,C,7,8,-11,1149,1.1399093920173518,-0.14721768610369373,-1,1
2001,CGY,Jeff Cowan,LW,9,4,-8,465,0.30009593754504066,2.4334493534147508,0.9,0.3
2001,CGY,Daniel Tkaczuk,C,4,7,1,233,0.3566613549136633,1.9762655317719928,0.9,0.3
2001,CGY,Bill Lindsay,LW,1,9,-8,547,0.40782147019745885,0.030146045232885544,-0.4,0.4
2001,CGY,Ronald Petrovicky,RW,4,5,0,346,0.44037177408869027,1.1692136097580117,0.4,0.4
2001,CGY,Denis Gauthier,D,2,6,3,1030,2.902711153246058,-1.9825239104445969,-0.1,2.8
2001,CGY,Igor Kravchuk,D,0,8,-12,878,1.3432976815090725,-1.789755999896608,-0.1,1.2
2001,CGY,Craig Conroy,C,3,4,0,254,0.3464571150865255,0.9452503916991356,0.3,0.3
2001,CGY,Chris Clark,RW,5,1,0,346,0.44037177408869027,0.7884999559685689,0.1,0.4
2001,CGY,Brad Werenka,D,1,4,-3,595,1.3090698048475031,-1.1027375306104363,0,1.2
2001,CGY,Benoit Gratton,LW,1,3,0,129,0.169470655026365,0.46507938579249636,0.1,0.2
2001,CGY,Dwayne Hay,RW,1,3,-4,412,0.36897999829418043,-0.6026527372831176,-0.6,0.4
2001,CGY,Robyn Regehr,D,1,3,-7,1400,3.0847346387022823,-4.330282905476427,-1,2.9
2001,CGY,Ron Sutter,C,1,3,4,248,0.49366641682322243,0.016103687396743355,-0.2,0.5
2001,CGY,Steve Smith,D,0,2,-2,247,0.48479737755289776,-0.5511938882588847,-0.1,0.4
2001,CGY,Niklas Andersson,LW,0,1,0,123,0.1615882989786271,-0.27371049161517447,-0.2,0.2
2001,CGY,Dallas Eakins,D,0,1,-1,209,0.46400316380229484,-0.598180324069248,-0.1,0.4
2001,CGY,Steve Begin,C,0,0,0,24,0.03273610536250634,-0.09054972068485771,-0.1,0
2001,CGY,Wade Belak,D,0,0,-2,159,0.25671323951460034,-0.5998918995371824,-0.2,0.2
2001,CGY,Rico Fata,RW,0,0,-3,47,-0.05672570882629194,-0.1773265363411797,-0.1,-0.1
2001,CGY,Marty Murray,C,0,0,-2,101,0.06006777936188578,-0.3810634078821096,-0.3,0
2001,CHI,Steve Sullivan,RW,34,41,3,1664,2.2885408226360373,14.421495379880762,6.7,2.1
2001,CHI,Tony Amonte,RW,35,29,-22,1816,1.515735987080568,11.948967086427347,5.3,1.3
2001,CHI,Michael Nylander,C,25,39,7,1547,2.1038730936458028,11.064831809987476,5,2.1
2001,CHI,Eric Daze,LW,33,24,1,1402,1.8178447216328415,11.801807712036757,5.5,1.7
2001,CHI,Alex Zhamnov,C,13,36,-12,1339,1.1194442280334085,6.722169887309751,2.7,1.1
2001,CHI,Dean McAmmond,LW,10,16,4,945,1.3545028774245185,3.2711729728512724,1.1,1.3
2001,CHI,Chris Herperger,LW,10,15,0,800,1.0151191952145566,3.628339529077356,1.4,0.9
2001,CHI,Jaroslav Spacek,D,5,18,7,1076,2.9594325458213837,1.2576850308203023,1.8,2.8
2001,CHI,Boris Mironov,D,5,17,-14,1458,2.1853698434485076,-0.37346936299194766,1.3,2
2001,CHI,Bob Probert,LW,7,12,-13,856,0.5811492226282741,1.707914791274968,0.3,0.5
2001,CHI,Stephane Quintal,D,1,18,-9,1620,2.9375335125295687,-2.3140126879959273,0.4,2.7
2001,CHI,Kyle Calder,C,5,10,-4,547,0.4923560700624541,1.7343144076229202,0.6,0.5
2001,CHI,Alexander Karpovtsev,D,2,13,-4,1085,2.1249737052232014,-0.8652225164641023,0.6,2
2001,CHI,Kevin Dean,D,0,11,-16,1342,1.7695634260441515,-2.9742871462673777,-0.3,1.6
2001,CHI,Steve Dubinsky,C,6,4,-4,660,0.6261690170273442,0.5483574477519882,-0.2,0.6
2001,CHI,Jean-Yves Leroux,LW,4,4,-9,601,0.4129733072309577,0.011340152789202761,-0.4,0.4
2001,CHI,Valeri Zelepukin,LW,3,4,-14,436,0.0093633131213011,0.2540601366744028,-0.2,0
2001,CHI,Ryan VandenBussche,RW,2,5,-8,497,0.3379404627211272,-0.16599174297787567,-0.5,0.3
2001,CHI,Chris McAlpine,D,0,6,5,884,2.373010656099317,-2.195820007756002,-0.3,2.3
2001,CHI,Anders Eriksson,D,2,3,-4,277,0.3110618416349051,0.2842380174767897,0.4,0.3
2001,CHI,Steve Poapst,D,2,3,3,614,1.6114834132090718,-0.9872309771397539,0.1,1.5
2001,CHI,Steve McCarthy,D,0,5,-7,650,0.9153346281308438,-1.5028649039902375,-0.2,0.8
2001,CHI,Reto Von Arx,LW,3,1,-4,217,0.11995775362462496,0.5106123191889341,0.1,0.1
2001,CHI,Jamie Allison,D,1,3,7,640,1.980638520419778,-1.4651358537048804,-0.2,1.9
2001,CHI,Blair Atcheynum,RW,1,2,-7,173,-0.04612385418459393,0.10690612170971109,-0.1,-0.1
2001,CHI,Josef Marha,C,0,3,-4,191,0.07078607785448184,-0.1509108417155306,-0.2,0.1
2001,CHI,Kris King,LW,1,0,-3,130,0.048411873164372794,-0.11066830788644906,-0.2,0
2001,CHI,Mark Bell,C,0,1,0,156,0.1847329179338306,-0.39866851153997673,-0.3,0.2
2001,CHI,Casey Hankinson,LW,0,1,-3,107,0.019227196301954304,-0.21379616514172553,-0.2,0
2001,CHI,Nolan Baumgartner,D,0,0,-4,101,-0.08404767320610995,-0.3810634078821096,-0.1,-0.1
2001,CHI,Aaron Downey,RW,0,0,-1,17,-0.016658470810300377,-0.06413938548510756,0,0
2001,CHI,Mark Janssens,C,0,0,-8,293,0.03617965765697065,-1.1054611733609714,-0.8,0
2001,COL,Joe Sakic*,C,54,64,45,1887,3.613546163492058,25.621902437045126,12.2,3.6
2001,COL,Peter Forsberg*,C,27,62,23,1518,2.3941123338163384,16.354122086470422,7.6,2.4
2001,COL,Milan Hejduk,RW,41,38,32,1589,3.059052268793261,16.847673137023268,7.8,2.8
2001,COL,Alex Tanguay,LW,27,50,35,1464,2.9246945844523515,14.273577035274696,6.5,2.8
2001,COL,Chris Drury,LW,24,41,6,1281,1.6024675854197838,12.108666252075917,5.5,1.5
2001,COL,Ray Bourque*,D,7,52,25,2088,5.963099527843366,4.685724875468986,4.5,5.7
2001,COL,Shjon Podein,RW,15,17,7,1180,1.6204396835601838,4.49474293037973,1.5,1.4
2001,COL,Adam Deadmarsh,RW,13,13,-2,687,0.707405398609545,4.831930494290079,2,0.6
2001,COL,Martin Skoula,D,8,17,8,1697,3.889340997611002,-0.12084454589934404,1.6,3.7
2001,COL,Ville Nieminen,LW,14,8,8,622,0.9756991175402542,4.506098840460738,1.9,0.9
2001,COL,Greg de Vries,D,5,12,23,1351,4.388528365901953,-0.9093445018679134,0.8,4.2
2001,COL,Dan Hinote,C,5,10,1,787,0.8168277449518412,0.8378602804368002,-0.2,0.8
2001,COL,Jon Klemm,D,4,11,22,1554,4.7017314308652045,-2.2463147033448325,0.3,4.5
2001,COL,Adam Foote,D,3,12,6,888,2.176125596811768,0.07608321876524812,0.9,2.1
2001,COL,Stephane Yelle,C,4,10,-3,723,0.5981679843107554,0.698612548473645,-0.2,0.6
2001,COL,Aaron Miller,D,4,9,19,1032,3.4634707070300137,-0.6575719322386194,0.6,3.3
2001,COL,Eric Messier,LW,5,7,-3,786,0.7236820049855562,0.2705627047811718,-0.5,0.7
2001,COL,Rob Blake*,D,2,8,11,339,1.5074465957141887,1.0052671180630406,0.9,1.5
2001,COL,Dave Reid,RW,1,9,1,721,0.8628055185831696,-0.6263394297323329,-0.9,0.8
2001,COL,Steve Reinprecht,C,3,4,-1,328,0.28539213486994897,0.6660554195874911,0.1,0.3
2001,COL,Scott Parker,RW,2,3,-2,394,0.37256565427777694,-0.15402679298003158,-0.4,0.3
2001,COL,Rick Berry,D,0,4,5,231,0.8333002531954858,-0.11011375401287019,0.2,0.8
2001,COL,Nolan Pratt,D,1,2,2,452,1.0257710497958694,-0.9439257653192685,-0.1,1
2001,COL,Chris Dingman,LW,1,1,-3,264,0.16566865314747412,-0.4249764468492709,-0.4,0.1
2001,COL,Alexei Gusarov,D,0,1,2,135,0.4153512759357388,-0.3189853519576033,0,0.4
2001,COL,Yuri Babenko,C,0,0,0,32,0.03163321628188097,-0.12073296091314362,-0.1,0
2001,COL,Brad Larsen,LW,0,0,1,84,0.12864358403925213,-0.31692402239700196,-0.2,0.1
2001,COL,Bryan Muir,D,0,0,0,66,0.12709055228633634,-0.2490117318833587,-0.1,0.1
2001,COL,Joel Prpic,C,0,0,0,29,0.028667602255454627,-0.10941424582753641,-0.1,0
2001,COL,Rob Shearer,C,0,0,-2,14,-0.06385713191533883,-0.052820670399500336,0,-0.1
2001,DAL,Mike Modano*,C,33,51,26,1815,3.2295763891161897,15.42392611989003,6.9,3.2
2001,DAL,Brett Hull*,RW,39,40,10,1413,2.258858727855475,17.13099076825612,8.2,2.1
2001,DAL,Joe Nieuwendyk*,C,29,23,5,1116,1.5589711633367442,11.208340966626542,5.2,1.6
2001,DAL,Sergei Zubov*,D,10,41,22,2102,6.74392603513398,3.681120070595878,4,6.6
2001,DAL,Darryl Sydor,D,10,37,5,1735,4.544063722001937,4.304348908489609,4,4.5
2001,DAL,Jere Lehtinen,LW,20,25,14,1427,2.2597815429509107,6.989258272436386,2.7,2.3
2001,DAL,Brenden Morrow,LW,20,24,18,1270,2.2263892589295633,7.391247535021776,3,2.3
2001,DAL,Grant Marshall,RW,13,24,1,832,1.1401592585408613,6.378784360994331,2.8,1.1
2001,DAL,Jamie Langenbrunner,RW,12,18,4,874,1.312299277331912,4.69746773463806,1.9,1.2
2001,DAL,Ted Donato,LW,8,17,6,664,1.0315208611192823,3.7765663485780734,1.5,1
2001,DAL,Mike Keane,RW,10,14,4,1036,1.5267372221594213,2.5634025048574998,0.6,1.4
2001,DAL,Shaun Van Allen,C,7,16,5,712,1.0649293001566402,3.0243964265241936,1.1,1.1
2001,DAL,Derian Hatcher,D,2,21,5,2070,5.3464380358958215,-3.050992736700945,0.4,5.2
2001,DAL,Richard Matvichuk,D,4,16,5,1786,4.666216229490258,-2.1698445354915172,0.6,4.6
2001,DAL,Brad Lukowich,D,4,10,28,1184,5.01136088457614,-1.0406966696813305,0.6,5
2001,DAL,Benoit Hogue,LW,3,7,-1,424,0.4709930662598828,0.8749270175322241,0.2,0.5
2001,DAL,Kirk Muller,C,1,9,-4,680,0.6761622832159211,-0.47165032356236747,-0.8,0.7
2001,DAL,Roman Lyashenko,C,6,3,-1,575,0.6643053098830453,0.6859320120127703,-0.1,0.7
2001,DAL,Tyler Bouck,LW,2,5,-3,431,0.40171359511734017,0.08708937475358863,-0.3,0.4
2001,DAL,John MacLean,RW,4,2,0,357,0.47255769323099317,0.5566411737599547,0,0.4
2001,DAL,Blake Sloan,RW,2,2,-2,328,0.3564739896861724,-0.09537188799139416,-0.3,0.3
2001,DAL,Sami Helenius,D,1,2,1,607,1.5315510178702683,-1.528726044742308,-0.2,1.5
2001,DAL,Jon Sim,LW,0,3,-2,132,0.08102754485958406,0.07304701691744654,-0.1,0.1
2001,DAL,Jamie Wright,LW,1,0,-3,22,-0.09009096124161835,0.29770974316165644,0.1,-0.1
2001,DAL,Grant Ledyard,D,0,1,3,123,0.5276930984113519,-0.27371049161517447,0,0.5
2001,DAL,Gerald Diduck,D,0,0,4,150,0.6700587370026552,-0.5659357542803607,-0.2,0.7
2001,DAL,Steve Gainey,LW,0,0,0,2,0.0024049122560340272,-0.007545810057071476,0,0
2001,DAL,Ric Jackman,D,0,0,-6,142,-0.12606908102918957,-0.5357525140520749,-0.2,-0.1
2001,DAL,Greg Leeb,C,0,0,-1,14,-0.02172806943388172,-0.052820670399500336,0,0
2001,DAL,Mark Wotton,D,0,0,0,14,0.033532060879147424,-0.052820670399500336,0,0
2001,DET,Brendan Shanahan*,LW,31,45,9,1488,2.158516612991096,14.754097795274003,6.9,2
2001,DET,Nicklas Lidstrom*,D,15,56,9,2333,5.915124358805915,7.568499681372155,6.4,5.8
2001,DET,Sergei Fedorov*,C,32,37,12,1581,2.19736387111543,13.261076666251851,6,2.3
2001,DET,Martin Lapointe,RW,27,30,3,1320,1.6364573675950693,11.009738821489416,5,1.6
2001,DET,Steve Yzerman*,C,18,34,4,1201,1.4704798860450874,8.793718943359071,3.9,1.5
2001,DET,Tomas Holmstrom,LW,16,24,-12,852,0.569550623526218,7.445467221791945,3.4,0.5
2001,DET,Vyacheslav Kozlov,LW,20,18,9,1060,1.638220016605527,7.041416629645954,3,1.5
2001,DET,Pat Verbeek,RW,15,15,0,905,1.0420611335159504,5.151578159437616,2.1,1
2001,DET,Igor Larionov*,C,4,25,6,647,0.9415504442434985,3.8407057340631807,1.6,1
2001,DET,Mathieu Dandenault,D,10,15,11,1175,3.481593822808521,2.2293255327857535,2.4,3.4
2001,DET,Kris Draper,C,8,17,17,1008,1.7641745589260491,2.4786870187617795,0.6,1.8
2001,DET,Steve Duchesne,D,6,19,9,990,2.912598668432559,2.1658856554859804,2.1,2.9
2001,DET,Darren McCarty,RW,12,10,-5,968,0.9203607456972016,2.81996004679793,0.8,0.9
2001,DET,Doug Brown,C,9,13,0,674,0.7380252623399445,3.3581236445032734,1.3,0.8
2001,DET,Larry Murphy*,D,2,19,-6,1083,1.955067463775732,0.29215087267438566,1.2,1.9
2001,DET,Kirk Maltby,RW,12,7,16,1129,1.9215589694800213,1.6414518565195122,0,1.9
2001,DET,Boyd Devereaux,LW,5,6,1,557,0.7159632950725128,0.9442011294211348,0.1,0.7
2001,DET,Todd Gill,D,3,8,17,1265,4.14898550632091,-2.107729284571611,0.1,4.1
2001,DET,Aaron Ward,D,4,5,-4,1241,2.4636991083675674,-2.207536390781474,0,2.4
2001,DET,Jiri Fischer,D,1,8,3,922,2.2943920669664943,-1.5750501673627375,0,2.3
2001,DET,Brent Gilchrist,C,1,8,-8,701,0.45680341639772837,-0.7412381560563394,-0.9,0.5
2001,DET,Maxim Kuznetsov,D,1,2,-1,237,0.452160810733107,-0.13275118418408471,0.2,0.4
2001,DET,Chris Chelios*,D,0,3,4,548,1.5359423362176396,-1.4964814749534205,-0.3,1.5
2001,DET,Jason Williams,RW,0,3,1,62,0.11023815553092085,0.33715036891494815,0.1,0.1
2001,DET,Yuri Butsayev,C,1,1,-2,137,0.0723173729651548,0.05418249177476784,-0.1,0.1
2001,DET,Jesse Wallin,D,0,0,0,4,0.008942742190240823,-0.015091620114142952,0,0
2001,EDM,Doug Weight,C,25,65,12,1815,2.412115651119019,15.043212466100588,6.8,2.2
2001,EDM,Ryan Smyth,RW,31,39,10,1637,1.7369318830239566,13.04979398465385,5.8,2
2001,EDM,Janne Niinimaa,D,12,34,6,2078,4.566873661832572,3.2005993105965715,3.8,4.3
2001,EDM,Anson Carter,LW,16,26,1,1111,1.3985659698152846,6.8489984731906315,2.9,1.1
2001,EDM,Todd Marchant,C,13,26,1,1271,1.401539369271914,5.103192707256585,1.8,1.3
2001,EDM,Mike Grier,RW,20,16,11,1239,1.4479350543795135,5.985352975748614,2.3,1.6
2001,EDM,Rem Murray,LW,15,21,5,1259,1.7350918004972895,4.958110740704293,1.8,1.4
2001,EDM,Dan Cleary,RW,14,21,5,1051,1.0599835290856652,5.362161332850284,2.1,1.2
2001,EDM,Tom Poti,D,12,20,-4,1842,3.3241882014682154,1.4260093208049087,2.6,3.1
2001,EDM,Georges Laraque,RW,13,16,5,742,0.8054504772135394,5.195491198404778,2.3,0.9
2001,EDM,Igor Ulanov,D,3,20,15,1542,4.208409369078544,-0.8685420547393544,1,4
2001,EDM,Bill Guerin,RW,12,10,11,416,0.7700039809466342,4.902603622549657,2.3,0.8
2001,EDM,Mike Comrie,C,8,14,6,467,0.7337797752764544,3.94875815851545,1.8,0.7
2001,EDM,Eric Brewer,D,7,14,15,1425,3.977523343920089,-0.046398512611229584,1.4,3.8
2001,EDM,Jason Smith,D,5,15,14,1776,4.592484755356793,-1.9417586583114381,0.7,4.4
2001,EDM,Sergei Zholtok,C,4,16,8,478,0.8232699888114015,2.7651152418332288,1.1,0.8
2001,EDM,Ethan Moreau,LW,9,10,-6,964,0.9467190113361292,1.692910705543745,0.2,0.7
2001,EDM,Shawn Horcoff,RW,9,7,8,452,0.6831133210290836,3.0535675994698788,1.3,0.7
2001,EDM,Domenic Pittis,C,4,5,-5,506,0.34826161673246203,0.5655488051922936,-0.1,0.3
2001,EDM,Chad Kilger,C,5,2,-7,282,0.030405399314902843,1.2203227046895777,0.5,0
2001,EDM,Dan LaCouture,LW,2,4,-2,263,0.24418068856290062,0.5305805926528714,0.1,0.2
2001,EDM,Sean Brown,D,2,3,2,690,1.5170288610630862,-1.2708066814266101,0,1.4
2001,EDM,Sven Butenschön,D,1,1,2,78,0.30931734484962714,0.27678388845837637,0.2,0.3
2001,EDM,Brian Swanson,C,1,1,-1,175,0.1487763190579327,-0.08918789930959023,-0.2,0.1
2001,EDM,Frantisek Musil,D,0,2,-2,145,0.13074747233272802,-0.16635757534823944,0.1,0.1
2001,EDM,Scott Ferguson,D,0,1,2,218,0.5855912211076079,-0.6321364693260696,-0.1,0.6
2001,EDM,Michel Riesen,RW,0,1,2,119,0.17572071961401123,-0.2586188715010315,-0.2,0.2
2001,EDM,Jason Chimera,C,0,0,0,7,0.007504986043090544,-0.026410335199750168,0,0
2001,EDM,Patrick Cote,LW,0,0,-2,19,-0.05444316708265537,-0.07168519554217903,-0.1,-0.1
2001,EDM,Chris Hajt,D,0,0,-1,8,-0.06190958539534856,-0.030183240228285904,0,-0.1
2001,FLA,Pavel Bure*,RW,59,33,-2,2203,2.1843646587524925,20.432171083238686,9.5,2.4
2001,FLA,Viktor Kozlov,C,14,23,-4,938,1.0632392525020327,6.169213254864263,2.7,0.9
2001,FLA,Marcus Nilson,RW,12,24,-3,1230,1.1464306857545903,4.496454505847665,1.6,1.3
2001,FLA,Mike Sillinger,C,13,21,-12,1038,0.8823707819102166,5.030495444431805,2,0.7
2001,FLA,Rob Niedermayer,C,12,20,-12,1373,1.317596703545701,3.1955017791881692,0.7,1.1
2001,FLA,Ray Whitney,LW,10,21,-16,760,0.3255884453824032,4.937222080996413,2.1,0.2
2001,FLA,Robert Svehla,D,6,22,-8,2097,4.276861788040039,-1.4396497304189186,1.3,4
2001,FLA,Greg Adams,LW,11,12,-3,863,0.9589821051103425,3.2161150747941827,1.1,0.8
2001,FLA,Len Barrie,LW,5,18,4,754,1.095077492945139,2.48522076153625,0.8,1
2001,FLA,Dan Boyle,D,4,18,-14,1169,1.6429432377021171,0.5387515209044761,1.5,1.5
2001,FLA,Anders Eriksson,D,0,21,2,1262,3.1033309039670987,-0.7639127812229539,0.8,2.9
2001,FLA,Bret Hedican,D,5,15,-7,1527,3.0230811000524156,-1.0023053062060392,1,2.8
2001,FLA,Olli Jokinen,C,6,10,-22,1044,0.5016825528506779,0.2489373418925584,-0.6,0.3
2001,FLA,Denis Shvidki,RW,6,10,6,445,0.6900202184628141,2.5089074539854654,1,0.7
2001,FLA,Vinny Prospal,C,4,12,-2,564,0.6550419025357059,1.67921810180027,0.5,0.6
2001,FLA,Scott Mellanby,RW,4,9,-13,599,0.11003057269645236,0.9760959451173551,0.1,0.2
2001,FLA,Igor Larionov*,C,5,6,-11,430,0.1313165457075343,1.4233600680451737,0.5,0.1
2001,FLA,Peter Worrell,LW,3,7,-10,672,0.44900707608145507,-0.06075342954463877,-0.5,0.4
2001,FLA,Kevyn Adams,C,3,6,7,209,0.5434673319616333,1.4957447717726864,0.7,0.5
2001,FLA,Ivan Novoseltsev,RW,3,6,-5,408,0.22469661484605605,0.7449366710940746,0.1,0.3
2001,FLA,Serge Payer,C,5,1,0,320,0.4157381938010597,0.8865954867104981,0.2,0.4
2001,FLA,Joey Tetarenko,D,3,1,-1,180,0.34276986818016514,0.6533748831266163,0.5,0.3
2001,FLA,Todd Simpson,D,1,3,0,412,0.9624011737453151,-0.6026527372831176,0.1,0.9
2001,FLA,Jaroslav Spacek,D,2,1,-4,230,0.22647613501385394,0.08401597791038663,0.3,0.2
2001,FLA,John Jakopin,D,1,2,-4,774,1.4972194323863088,-2.158801184507776,-0.4,1.4
2001,FLA,Paul Laus,RW,1,2,5,359,0.5628662696663431,-0.5930455976654448,-0.6,0.6
2001,FLA,Lance Pitlick,D,1,2,-5,924,1.7699115451966692,-2.7247369387881366,-0.6,1.6
2001,FLA,Yan Golubovsky,D,0,2,3,100,0.46668251001533356,0.0034231509358687963,0.1,0.5
2001,FLA,Lance Ward,D,0,2,-3,475,0.8764744679059192,-1.4114162347650332,-0.3,0.8
2001,FLA,Andrej Podkonicky,LW,1,0,0,36,0.04486555694329092,0.24488907276215607,0.1,0
2001,FLA,Brad Ference,D,0,1,-10,183,-0.34949233263081025,-0.5000847933273187,-0.1,-0.4
2001,FLA,Mike Wilson,D,0,1,-7,253,0.04711242201471883,-0.7641881453248205,-0.2,0
2001,FLA,Paul Brousseau,RW,0,0,0,2,0.002053618994817208,-0.007545810057071476,0,0
2001,FLA,David Emma,RW,0,0,-1,44,0.00633128586664769,-0.16600782125557248,-0.1,0
2001,FLA,Peter Ratchuk,D,0,0,-1,105,0.16757547975565393,-0.3961550279962526,-0.1,0.2
2001,FLA,Rocky Thompson,RW,0,0,0,6,0.006160856984451622,-0.022637430171214428,0,0
2001,LAK,Ziggy Palffy,RW,38,51,22,1443,2.2428216909951546,18.731015059452538,8.9,2.2
2001,LAK,Luc Robitaille*,LW,37,51,10,1534,2.0319227044785895,18.006967048066343,8.5,1.8
2001,LAK,Bryan Smolinski,LW,27,32,10,1445,1.9365732226002386,10.918839346711891,4.7,1.7
2001,LAK,Jozef Stumpel,C,16,39,20,1234,1.8714071916566684,8.859569904312114,3.8,1.9
2001,LAK,Mathieu Schneider,D,16,35,0,1684,3.226680309223859,6.400335333892145,5.1,3
2001,LAK,Rob Blake*,D,17,32,-8,1522,2.2947018840319844,6.821189121620215,5.1,2.1
2001,LAK,Glen Murray,RW,18,21,9,1165,1.4703588415030875,6.454904774754979,2.6,1.4
2001,LAK,Lubomir Visnovsky,D,7,32,16,1375,3.877757922233082,3.568669622920541,3.2,3.7
2001,LAK,Steve Reinprecht,C,12,17,11,747,1.0898495548048015,4.986269846367377,2.1,1.1
2001,LAK,Nelson Emerson,RW,11,11,-13,1080,0.5339259855473578,2.2070378567072066,0.4,0.5
2001,LAK,Eric Belanger,C,9,12,14,832,1.2817814607963067,2.5716478230999047,0.7,1.3
2001,LAK,Kelly Buchberger,LW,6,14,-10,1183,0.8789148490436448,0.48593085050497564,-0.6,0.7
2001,LAK,Jaroslav Modry,D,4,15,16,1157,3.460052276502202,0.01295590056274084,1.1,3.3
2001,LAK,Ian Laperriere,RW,8,10,5,951,1.1090986425138072,1.3612448171252671,0,1.1
2001,LAK,Mattias Norstrom,D,0,18,10,1790,4.206751529644758,-3.3270771169739883,-0.1,3.9
2001,LAK,Bob Corkum,C,4,6,-12,753,0.20165934729667445,-0.17600190996131246,-0.7,0.2
2001,LAK,Craig Johnson,RW,4,5,0,277,0.26647253851687835,1.4295440567269775,0.6,0.3
2001,LAK,Jere Karalahti,D,2,7,8,956,2.4533466945052615,-1.5129721114382315,0.1,2.3
2001,LAK,Adam Deadmarsh,RW,4,2,3,338,0.44169921273201745,0.6283263693021335,0.1,0.4
2001,LAK,Philippe Boucher,D,2,4,4,405,1.0867994383610977,-0.0051719213992035135,0.4,1
2001,LAK,Stu Grimson,LW,3,2,-2,432,0.38512329294389436,-0.10704035716966852,-0.4,0.3
2001,LAK,Aaron Miller,D,0,5,3,296,0.8002499514569962,-0.16499575397297195,0.2,0.8
2001,LAK,Scott Thomas,LW,3,1,0,195,0.2089117861379594,0.5967813076985803,0.2,0.2
2001,LAK,Jason Blake,C,1,3,-8,171,-0.15912593146487503,0.30661737459399535,0,-0.2
