year,team,player,goals,shots,mins,gps,gps.sr
2003,COL,David Aebischer,50,593,1235,3.448044652091698,4.1
2003,DAL,Marty Turco,92,1359,3203,10.090034818932336,11.9
2003,DAL,Ron Tugnutt,70,672,1701,2.615230682754312,3.1
2003,DAL,Corey Hirsch,4,39,97,0.1578312545524869,0.2
2003,DET,Curtis Joseph,148,1676,3566,9.097679404728714,10.7
2003,DET,Manny Legace,51,681,1406,4.581633254042842,5.4
2003,EDM,Tommy Salo,172,1708,3814,7.22020151045602,8.5
2003,EDM,Jussi Markkanen,51,533,1180,2.5122229451568674,3
2003,FLA,Roberto Luongo,164,2011,3627,12.231872296523726,14.4
2003,FLA,Jani Hurme,66,707,1376,3.4921045826448127,4.1
2003,LAK,Felix Potvin,105,987,2367,3.629213480303055,4.3
2003,LAK,Jamie Storr,86,904,2027,4.309225859581381,5.1
2003,LAK,Cristobal Huet,21,241,541,1.3354797870567485,1.6
2003,MDA,Jean-Sebastien Giguere,145,1820,3775,11.401774450398774,13.5
2003,MDA,Martin Gerber,39,548,1203,3.8844194569923016,4.6
2003,MIN,Dwayne Roloson,98,1334,2945,9.159242776490936,10.8
2003,MIN,Manny Fernandez,74,972,1979,6.422494982031386,7.6
2003,MIN,Dieter Kochan,5,28,60,-0.09284785011603987,-0.1
2003,MTL,Jose Theodore,165,1797,3419,9.14274526818052,10.8
2003,MTL,Jeff Hackett,45,606,1063,4.114175087777499,4.9
2003,MTL,Mathieu Garon,16,267,482,2.183382749874428,2.6
2003,NJD,Martin Brodeur*,147,1706,4374,9.614026049051525,11.4
2003,NJD,Corey Schwab,15,223,614,1.6650242397542487,2
2003,NSH,Tomas Vokoun,146,1771,3974,10.619760266421686,12.5
2003,NSH,Mike Dunham,43,397,819,1.3855753150019845,1.6
2003,NSH,Brian Finley,3,13,47,-0.10884221800048002,-0.1
2003,NSH,Wade Flaherty,4,27,51,-0.009958770492321873,0
2003,NSH,Jan Lasak,5,39,90,0.060959672841701486,0.1
2003,NYI,Chris Osgood,97,912,1993,3.3554984774592826,4
2003,NYI,Garth Snow,92,1120,2390,6.748216820123227,8
2003,NYI,Rick DiPietro,29,273,585,1.0079472001566228,1.2
2003,NYR,Mike Dunham,94,1229,2467,8.078566384192003,9.5
2003,NYR,Dan Blackburn,93,842,1762,2.7642096582077067,3.3
2003,NYR,Mike Richter,34,329,694,1.3066094084784703,1.5
2003,NYR,Johan Holmqvist,2,18,39,0.05794187414564237,0.1
2003,OTT,Patrick Lalime,142,1591,3943,8.490396217592702,10
2003,OTT,Martin Prusek,37,415,935,2.218489842833909,2.6
2003,OTT,Ray Emery,2,26,85,0.16980189084218159,0.2
2003,PHI,Roman Cechmanek,102,1368,3350,9.247161520608088,10.9
2003,PHI,Robert Esche,60,647,1638,3.234383947685481,3.8
2003,PHX,Brian Boucher,128,1210,2544,4.519265066371013,5.3
2003,PHX,Sean Burke,44,632,1248,4.574591723752036,5.4
2003,PHX,Zac Bierk,32,471,884,3.4858678682636097,4.1
2003,PHX,Jean-Marc Pelletier,6,48,119,0.08993060991452258,0.1
2003,PHX,Patrick DesRochers,11,88,175,0.1648727848432916,0.2
2003,PIT,Johan Hedberg,126,1197,2410,4.531235702660712,5.4
2003,PIT,Sebastien Caron,62,741,1408,4.354995980448243,5.1
2003,PIT,Jean-Sebastien Aubin,59,589,1132,2.5202704083463576,3
2003,SJS,Evgeni Nabokov,146,1561,3227,7.683434828137539,9.1
2003,SJS,Miikka Kiprusoff,65,537,1199,1.2119508095541407,1.4
2003,SJS,Vesa Toskala,21,287,537,1.9786748830618497,2.3
2003,STL,Brent Johnson,84,844,2042,3.6640188977789077,4.3
2003,STL,Fred Brathwaite,74,631,1615,1.6544617703414093,2
2003,STL,Curtis Sanford,13,148,397,0.8100797466457649,1
2003,STL,Chris Osgood,27,241,532,0.754250296792037,0.9
2003,STL,Reinhard Divis,1,34,83,0.37853348924950603,0.4
2003,STL,Cody Rudkowsky,0,10,30,0.13982502087067394,0.2
2003,STL,Tom Barrasso,16,132,293,0.29574496812032974,0.3
2003,TBL,Nikolai Khabibulin,156,1760,3787,9.497236926356095,11.2
2003,TBL,John Grahame,34,424,914,2.634947106749872,3.1
2003,TBL,Evgeny Konstantinov,1,6,20,-0.012976569188381012,0
2003,TBL,Kevin Hodson,12,101,283,0.24977373026438218,0.3
2003,TOR,Ed Belfour*,141,1816,3738,11.733330768893648,13.9
2003,TOR,Trevor Kidd,59,565,1143,2.1846903582567405,2.6
2003,TOR,Mikael Tellqvist,4,38,86,0.14384875246541953,0.2
2003,VAN,Dan Cloutier,136,1477,3376,7.477620469931731,8.8
2003,VAN,Peter Skudra,54,522,1192,2.0678006770667685,2.4
2003,VAN,Alex Auld,10,165,382,1.3383970272582661,1.6
2003,VAN,Tyler Moss,1,14,22,0.0988834475081581,0.1
2003,WSH,Olaf Kolzig,156,1925,3894,11.80434977072222,13.9
2003,WSH,Sebastien Charpentier,40,426,859,2.081682620659295,2.5
2003,WSH,Craig Billington,17,96,217,-0.30449668872488156,-0.4
2004,ATL,Pasi Nurminen,173,1792,3738,7.9782028013817765,9.4
2004,ATL,Kari Lehtonen,5,106,240,0.9958898169037513,1.2
2004,ATL,Byron Dafoe,51,499,973,1.938618728108857,2.3
2004,BOS,Andrew Raycroft,117,1586,3420,10.67674733833319,12.6
2004,BOS,Felix Potvin,67,690,1605,3.0331892831856506,3.6
2004,BUF,Martin Biron,125,1442,2972,7.8427889739408,9.2
2004,BUF,Mika Noronen,77,821,1796,3.8814167875718852,4.6
2004,BUF,Ryan Miller,15,73,178,-0.4712227925999884,-0.6
2004,CAR,Kevin Weekes,146,1652,3765,8.704989651357765,10.2
2004,CAR,Arturs Irbe,23,228,564,0.9160791725997113,1.1
2004,CAR,Jamie Storr,32,262,660,0.4949898073072687,0.6
2004,CBJ,Marc Denis,162,1970,3796,11.59253700194692,13.6
2004,CBJ,Fred Brathwaite,59,574,1050,2.196486491411004,2.6
2004,CBJ,Pascal Leclaire,7,69,119,0.273282298281935,0.3
2004,CGY,Miikka Kiprusoff,65,966,2301,7.129981479976395,8.4
2004,CGY,Jamie McLennan,53,587,1446,2.980752149951958,3.5
2004,CGY,Roman Turek,40,463,1031,2.531716438598058,3
2004,CGY,Dany Sabourin,10,66,169,-0.06943778465552346,-0.1
2004,CHI,Craig Anderson,57,602,1205,2.7920326623193477,3.3
2004,CHI,Michael Leighton,99,987,1988,4.022306553823097,4.7
2004,CHI,Jocelyn Thibault,39,450,821,2.448305480911807,2.9
2004,CHI,Steve Passmore,23,221,478,0.8172536799336757,1
2004,CHI,Adam Munro,26,217,426,0.4604156694724978,0.5
2004,CHI,Matt Underhill,4,33,61,0.06540320779433847,0.1
2004,COL,David Aebischer,129,1703,3703,11.12707965714315,13.1
2004,COL,Philippe Sauve,50,479,986,1.7563822777565672,2.1
2004,COL,Tommy Salo,12,136,304,0.7185729417606316,0.8
2004,DAL,Marty Turco,144,1648,4359,8.848762141507086,10.4
2004,DAL,Ron Tugnutt,22,220,548,0.9032578525320569,1.1
2004,DAL,Dan Ellis,3,28,60,0.0949356702978417,0.1
2004,DET,Manny Legace,82,1019,2325,6.176155936657817,7.3
2004,DET,Curtis Joseph,68,744,1708,3.6954352693443973,4.3
2004,DET,Dominik Hasek*,30,324,817,1.5705455140220694,1.8
2004,DET,Marc Lamothe,3,58,125,0.5184734960094227,0.6
2004,EDM,Ty Conklin,84,959,2086,5.128836084990456,6
2004,EDM,Tommy Salo,107,1024,2487,3.7436930712239107,4.4
2004,EDM,Jussi Markkanen,12,182,394,1.3679976078517218,1.6
2004,EDM,Steve Valiquette,2,7,14,-0.10141870757816474,-0.1
2004,FLA,Roberto Luongo,172,2475,4252,17.72086940020419,20.9
2004,FLA,Steve Shields,42,346,732,0.6796747180786934,0.8
2004,LAK,Roman Cechmanek,113,1198,2701,5.599479859618478,6.6
2004,LAK,Cristobal Huet,89,961,2199,4.656461439427396,5.5
2004,LAK,Mathieu Chouinard,0,2,3,0.028235855047438717,0
2004,LAK,Milan Hnilicka,5,42,80,0.09234245538571262,0.1
2004,MDA,Jean-Sebastien Giguere,140,1623,3210,8.896302353902506,10.5
2004,MDA,Martin Gerber,64,785,1698,4.674758698305292,5.5
2004,MDA,Ilya Bryzgalov,2,28,60,0.1950577704199418,0.2
2004,MIN,Dwayne Roloson,89,1323,2847,9.767151203013805,11.5
2004,MIN,Manny Fernandez,90,1056,2166,5.897542454058633,6.9
2004,MTL,Jose Theodore,150,1860,3961,11.241030175802994,13.2
2004,MTL,Mathieu Garon,38,480,1003,2.9719654067454884,3.5
2004,NJD,Martin Brodeur*,154,1845,4555,10.628772862458801,12.5
2004,NJD,Scott Clemmensen,4,84,238,0.785417511504026,0.9
2004,NJD,Corey Schwab,2,68,187,0.7597748713687162,0.9
2004,NSH,Tomas Vokoun,178,1958,4221,9.821168269708684,11.6
2004,NSH,Chris Mason,27,365,744,2.4497468428608626,2.9
2004,NYI,Rick DiPietro,112,1261,2844,6.589031393734899,7.8
2004,NYI,Garth Snow,94,932,2015,3.746431040629034,4.4
2004,NYI,Wade Dubielewicz,3,50,105,0.4055300758196676,0.5
2004,NYR,Mike Dunham,159,1522,3148,5.568071771686949,6.6
2004,NYR,Jussi Markkanen,53,611,1244,3.319582410521223,3.9
2004,NYR,Steve Valiquette,6,71,120,0.4016402534514739,0.5
2004,NYR,Jason LaBarbera,16,91,198,-0.3172221972951404,-0.4
2004,NYR,Jamie McLennan,12,97,244,0.16797376833557623,0.2
2004,OTT,Patrick Lalime,127,1334,3324,6.117808601134912,7.2
2004,OTT,Martin Prusek,54,651,1528,3.7841774113478968,4.5
2004,OTT,Ray Emery,5,52,126,0.23352173062290615,0.3
2004,PHI,Robert Esche,79,932,2322,5.248262542460533,6.2
2004,PHI,Jeff Hackett,65,684,1630,3.1487259182875356,3.7
2004,PHI,Sean Burke,35,389,825,1.9876003024533264,2.3
2004,PHI,Antero Niittymaki,3,77,180,0.7867141189600904,0.9
2004,PHI,Neil Little,2,8,33,-0.08730078005444535,-0.1
2004,PHX,Sean Burke,84,913,1795,4.479411418899368,5.3
2004,PHX,Brian Boucher,108,1150,2364,5.4224298390904515,6.4
2004,PHX,Jean-Marc Pelletier,12,84,175,-0.015559289472775194,0
2004,PHX,Brent Johnson,21,243,486,1.3280922856997017,1.6
2004,PHX,Zac Bierk,12,108,190,0.3232709710964896,0.4
2004,PIT,Sebastien Caron,138,1179,2213,2.8281867336153086,3.3
2004,PIT,Jean-Sebastien Aubin,53,574,1067,2.7972190921436075,3.3
2004,PIT,Marc-Andre Fleury,70,675,1154,2.5210540699635584,3
2004,PIT,Andy Chiodo,28,260,486,0.8672423527482308,1
2004,PIT,Martin Brochu,1,19,33,0.16811852282856773,0.2
2004,SJS,Evgeni Nabokov,127,1610,3456,10.014356597681456,11.8
2004,SJS,Vesa Toskala,53,760,1541,5.423153611555408,6.4
2004,STL,Chris Osgood,144,1604,3861,8.227573330463436,9.7
2004,STL,Brent Johnson,20,203,493,0.8634972848730276,1
2004,STL,Reinhard Divis,29,291,629,1.2047760058614303,1.4
2004,TBL,Nikolai Khabibulin,127,1414,3274,7.247242803032459,8.5
2004,TBL,John Grahame,58,664,1688,3.5672220686678497,4.2
2004,TOR,Ed Belfour*,122,1483,3444,8.7219903027796,10.3
2004,TOR,Trevor Kidd,48,388,883,0.6718950733423062,0.8
2004,TOR,Mikael Tellqvist,31,293,647,1.0327676606646685,1.2
2004,VAN,Dan Cloutier,134,1554,3539,8.522897955498472,10
2004,VAN,Johan Hedberg,46,459,1098,1.8745121277705805,2.2
2004,VAN,Alex Auld,12,168,349,1.170346622519651,1.4
2004,WSH,Olaf Kolzig,180,1958,3738,9.620924069464492,11.3
2004,WSH,Maxime Ouellet,19,210,365,1.0624448776611628,1.3
2004,WSH,Rastislav Stana,11,100,211,0.3104496510288348,0.4
2004,WSH,Matthew Yeats,13,141,258,0.6890404792571282,0.8
2004,WSH,Sebastien Charpentier,21,168,369,0.26924772142075,0.3
2006,ATL,Kari Lehtonen,106,1123,2166,5.911266167834779,7.3
2006,ATL,Michael Garnett,73,634,1271,2.219086061384816,2.7
2006,ATL,Mike Dunham,36,336,779,1.4044696905160199,1.7
2006,ATL,Adam Berkhoel,30,255,473,0.8382436799221513,1
2006,ATL,Steve Shields,19,129,266,0.09909561645713735,0.1
2006,BOS,Tim Thomas,101,1213,2187,7.531941850706107,9.3
2006,BOS,Hannu Toivonen,51,590,1163,3.5042590384135606,4.3
2006,BOS,Andrew Raycroft,100,824,1619,2.4487119617456554,3
2006,BOS,Jordan Sigalet,0,0,1,0,0
2006,BUF,Ryan Miller,124,1440,2862,8.593101476986334,10.6
2006,BUF,Martin Biron,93,980,1934,5.116235192374957,6.3
2006,BUF,Mika Noronen,12,77,169,0.003149743127661778,0
2006,CAR,Martin Gerber,162,1719,3493,9.070296802127219,11.2
2006,CAR,Cam Ward,91,773,1484,2.5360295411870357,3.1
2006,CBJ,Marc Denis,151,1505,2786,7.161988733141179,8.9
2006,CBJ,Pascal Leclaire,97,1084,1804,6.158014657119931,7.6
2006,CBJ,Martin Prusek,20,165,373,0.4923995741798611,0.6
2006,CGY,Miikka Kiprusoff,151,1951,4380,13.087504215668167,16.2
2006,CGY,Philippe Sauve,22,202,402,0.8140006692476304,1
2006,CGY,Brian Boucher,15,103,182,0.09361706569670089,0.1
2006,CHI,Nikolai Khabibulin,157,1379,2815,4.978031548929927,6.2
2006,CHI,Craig Anderson,86,757,1554,2.748398853771681,3.4
2006,CHI,Adam Munro,25,234,501,0.9841834467385571,1.2
2006,CHI,Corey Crawford,5,41,86,0.1197784162565532,0.1
2006,COL,David Aebischer,123,1233,2477,5.927907053989809,7.3
2006,COL,Peter Budaj,86,864,1803,4.169991133212009,5.2
2006,COL,Vitali Kolesnik,20,178,370,0.6651163931772843,0.8
2006,COL,Jose Theodore,15,133,296,0.4921943403061393,0.6
2006,DAL,Marty Turco,166,1624,3910,7.4681803452962505,9.2
2006,DAL,Johan Hedberg,48,472,1079,2.191488073708911,2.7
2006,DET,Manny Legace,106,1244,2905,7.518861175426179,9.3
2006,DET,Chris Osgood,85,828,1846,3.7766871754892875,4.7
2006,DET,Jimmy Howard,10,104,201,0.5318468338933615,0.7
2006,EDM,Jussi Markkanen,105,873,2016,2.6747776512313957,3.3
2006,EDM,Mike Morrison,42,361,892,1.2266847885056038,1.5
2006,EDM,Ty Conklin,43,359,922,1.115124198389706,1.4
2006,EDM,Dwayne Roloson,47,497,1163,2.6086245743587115,3.2
2006,FLA,Roberto Luongo,213,2488,4305,14.952733579043759,18.5
2006,FLA,Jamie McLennan,34,360,678,1.893309053820776,2.3
2006,LAK,Mathieu Garon,185,1738,3446,7.3679873244486656,9.1
2006,LAK,Jason LaBarbera,69,688,1433,3.276480242916215,4.1
2006,LAK,Adam Hauser,6,24,51,-0.19107081116406435,-0.2
2006,MDA,Jean-Sebastien Giguere,150,1692,3381,9.731442516681952,12
2006,MDA,Ilya Bryzgalov,66,733,1575,4.129312470256182,5.1
2006,MIN,Manny Fernandez,130,1612,3411,10.368345220562164,12.8
2006,MIN,Dwayne Roloson,68,759,1361,4.3047685646338225,5.3
2006,MIN,Josh Harding,8,83,185,0.42282028528395976,0.5
2006,MTL,Cristobal Huet,77,1085,2103,7.87107600244563,9.7
2006,MTL,Jose Theodore,122,1025,2114,3.24942672183964,4
2006,MTL,David Aebischer,26,240,418,0.9789101298518421,1.2
2006,MTL,Yann Danis,14,152,312,0.8296153860340529,1
2006,NJD,Martin Brodeur*,187,2105,4365,12.073938440220257,14.9
2006,NJD,Scott Clemmensen,35,295,627,0.9447361870250566,1.2
2006,NSH,Tomas Vokoun,160,1984,3601,12.761040271461122,15.8
2006,NSH,Chris Mason,52,597,1227,3.5122716306804955,4.3
2006,NSH,Pekka Rinne,4,40,63,0.19148127891150776,0.2
2006,NSH,Brian Finley,7,41,60,-0.05019912736065184,-0.1
2006,NYI,Rick DiPietro,180,1797,3572,8.576799823556913,10.6
2006,NYI,Garth Snow,68,595,1096,2.125879463435558,2.6
2006,NYI,Wade Dubielewicz,15,145,310,0.6516252501499145,0.8
2006,NYR,Henrik Lundqvist,116,1485,3112,9.87087756336931,12.2
2006,NYR,Kevin Weekes,91,867,1850,3.7849050016299417,4.7
2006,NYR,Chris Holt,0,2,10,0.026571818307295898,0
2006,OTT,Dominik Hasek*,90,1202,2584,8.320673339910606,10.3
2006,OTT,Ray Emery,102,1045,2168,5.214920341084649,6.5
2006,OTT,Mike Morrison,12,96,207,0.2555820170469729,0.3
2006,PHI,Antero Niittymaki,133,1266,2690,5.516454337974169,6.8
2006,PHI,Robert Esche,113,1099,2286,4.997482945487011,6.2
2006,PHX,Curtis Joseph,166,1690,3424,8.345050349437011,10.3
2006,PHX,Brian Boucher,33,268,512,0.7559941834937671,0.9
2006,PHX,David LeNeveu,44,386,814,1.3888549737295968,1.7
2006,PHX,Philippe Sauve,17,128,187,0.25578725092069465,0.3
2006,PIT,Marc-Andre Fleury,152,1485,2809,6.8112817782596204,8.4
2006,PIT,Sebastien Caron,87,733,1312,2.344548262275527,2.9
2006,PIT,Jocelyn Thibault,60,484,807,1.331053721849455,1.6
2006,PIT,Dany Sabourin,4,14,21,-0.15395235908333876,-0.2
2006,SJS,Vesa Toskala,87,878,2039,4.271005089554478,5.3
2006,SJS,Evgeni Nabokov,133,1160,2575,4.108147967687483,5.1
2006,SJS,Nolan Schaefer,11,138,352,0.8985789733087892,1.1
2006,STL,Curtis Sanford,81,885,1830,4.87393908448163,6
2006,STL,Jason Bacashihua,52,515,966,2.4228270800813623,3
2006,STL,Patrick Lalime,103,868,1699,2.778325649080359,3.4
2006,STL,Reinhard Divis,37,231,475,-0.07553954242561733,-0.1
2006,TBL,John Grahame,161,1450,3152,5.581376011604521,6.9
2006,TBL,Sean Burke,80,764,1713,3.351332848698832,4.1
2006,TBL,Gerald Coleman,2,17,43,0.05588291199481007,0.1
2006,TBL,Brian Eklund,3,19,58,-0.002534041506496527,0
2006,TOR,Ed Belfour*,159,1476,2897,6.096787193216565,7.5
2006,TOR,Mikael Tellqvist,73,697,1399,3.0560983380646376,3.8
2006,TOR,Jean-Sebastien Aubin,25,330,677,2.25963072548876,2.8
2006,VAN,Alex Auld,189,1938,3859,9.685214067943848,12
2006,VAN,Dan Cloutier,36,334,681,1.3778978722087245,1.7
2006,VAN,Mika Noronen,10,77,170,0.17312728674486683,0.2
2006,VAN,Rob McVicar,0,0,3,0,0
2006,VAN,Maxime Ouellet,12,113,222,0.48144247265898793,0.6
2006,WSH,Olaf Kolzig,206,1987,3506,8.891414495726357,11
2006,WSH,Brent Johnson,81,854,1413,4.4620759007185455,5.5
2006,WSH,Frederic Cassivi,4,30,59,0.05862218737502837,0.1
2007,ANA,Jean-Sebastien Giguere,122,1490,3245,9.070637036301742,11.2
2007,ANA,Ilya Bryzgalov,62,668,1509,3.4141044378958627,4.2
2007,ANA,Michael Wall,10,81,202,0.19228774928088568,0.2
2007,ANA,Sebastien Caron,1,6,28,-0.008913763213914964,0
2007,ATL,Kari Lehtonen,183,2075,3934,11.461762172204725,14.2
2007,ATL,Johan Hedberg,51,500,1057,2.1452325520659,2.7
2007,BOS,Tim Thomas,189,1985,3619,9.71972730440102,12
2007,BOS,Hannu Toivonen,63,502,894,1.1001827887654703,1.4
2007,BOS,Joey MacDonald,16,195,358,1.1840994438432402,1.5
2007,BOS,Philippe Sauve,4,23,41,-0.04905626149470914,-0.1
2007,BOS,Brian Finley,3,33,59,0.17427683994399448,0.2
2007,BUF,Ryan Miller,168,1886,3692,10.268748965147568,12.7
2007,BUF,Martin Biron,54,533,1066,2.319509392009895,2.9
2007,BUF,Ty Conklin,13,120,227,0.4469718410591757,0.6
2007,CAR,Cam Ward,167,1625,3422,6.860354525403908,8.5
2007,CAR,John Grahame,72,702,1515,2.9765353811414332,3.7
2007,CBJ,Fredrik Norrena,137,1420,2952,6.792737205845128,8.4
2007,CBJ,Pascal Leclaire,65,629,1315,2.6234942558283088,3.2
2007,CBJ,Ty Conklin,27,210,491,0.40258640789866174,0.5
2007,CBJ,Brian Boucher,9,67,142,0.09399184338240611,0.1
2007,CBJ,Tomas Popperle,1,14,45,0.09829590589847943,0.1
2007,CGY,Miikka Kiprusoff,181,2190,4419,13.181543195791813,16.3
2007,CGY,Jamie McLennan,32,304,533,1.2156949447282424,1.5
2007,CHI,Nikolai Khabibulin,163,1668,3425,7.793890557075872,9.6
2007,CHI,Patrick Lalime,33,317,645,1.3005896419876724,1.6
2007,CHI,Sebastien Caron,1,25,60,0.24570920092802173,0.3
2007,CHI,Brian Boucher,45,389,827,1.1936244834206917,1.5
2007,COL,Peter Budaj,143,1499,3199,7.31550659804076,9.1
2007,COL,Jose Theodore,95,870,1748,3.173555086392867,3.9
2007,DAL,Marty Turco,140,1564,3764,8.454548204723595,10.5
2007,DAL,Mike Smith,45,511,1213,2.8285719373847065,3.5
2007,DET,Dominik Hasek*,114,1309,3341,7.359586393019506,9.1
2007,DET,Chris Osgood,46,496,1161,2.538232792750756,3.1
2007,DET,Joey MacDonald,27,211,468,0.4159876165377112,0.5
2007,EDM,Dwayne Roloson,180,1969,3932,10.309197101610126,12.8
2007,EDM,Jussi Markkanen,52,457,992,1.4796595655385696,1.8
2007,FLA,Ed Belfour*,152,1550,3289,7.195079103198375,8.9
2007,FLA,Alex Auld,82,729,1471,2.4451578639136553,3
2007,FLA,Craig Anderson,8,116,217,0.8399720817440326,1
2007,LAK,Mathieu Garon,79,849,1779,4.321265945744204,5.3
2007,LAK,Sean Burke,68,687,1310,3.1328013117485347,3.9
2007,LAK,Dan Cloutier,85,608,1281,0.5556485734440603,0.7
2007,LAK,Barry Brust,30,245,486,0.6036656651207546,0.7
2007,LAK,Yutaka Fukufuji,7,43,96,-0.04899513385835545,-0.1
2007,MIN,Niklas Backstrom,73,1028,2227,7.256008382423294,9
2007,MIN,Manny Fernandez,103,1158,2422,6.31853505405338,7.8
2007,MIN,Josh Harding,7,174,361,1.7065631978571025,2.1
2007,MTL,Cristobal Huet,107,1280,2286,7.59619844782455,9.4
2007,MTL,David Aebischer,93,929,1760,4.142868426193197,5.1
2007,MTL,Jaroslav Halak,44,469,912,2.355042189592847,2.9
2007,NJD,Martin Brodeur*,171,2182,4697,13.967543677161522,17.3
2007,NJD,Scott Clemmensen,16,144,305,0.5006378032517269,0.6
2007,NSH,Tomas Vokoun,104,1299,2601,8.118784457111119,10.1
2007,NSH,Chris Mason,93,1244,2342,8.364249147493727,10.4
2007,NSH,Michael Leighton,2,10,20,-0.044629943705928536,-0.1
2007,NYI,Rick DiPietro,156,1917,3627,11.756038613536626,14.6
2007,NYI,Wade Dubielewicz,13,198,379,1.4922661149050207,1.8
2007,NYI,Mike Dunham,61,552,979,1.9488852508143557,2.4
2007,NYR,Henrik Lundqvist,160,1927,4109,11.532766639734273,14.3
2007,NYR,Kevin Weekes,43,355,761,0.9166254197894378,1.1
2007,NYR,Steve Valiquette,6,45,115,0.06712829846795387,0.1
2007,OTT,Ray Emery,138,1691,3351,10.335143731979281,12.8
2007,OTT,Martin Gerber,74,784,1599,3.8967924594470538,4.8
2007,PHI,Antero Niittymaki,166,1567,2943,6.172405439387264,7.6
2007,PHI,Martin Biron,47,509,935,2.6231274900101873,3.2
2007,PHI,Robert Esche,62,483,860,0.9348808396717432,1.2
2007,PHI,Michael Leighton,12,102,195,0.2950711006044993,0.4
2007,PHI,Martin Houle,1,3,2,-0.04911738913106286,-0.1
2007,PHX,Curtis Joseph,159,1481,2993,5.645148601766497,7
2007,PHX,Mikael Tellqvist,90,780,1591,2.414051384119484,3
2007,PHX,David LeNeveu,15,142,233,0.5631564010218387,0.7
2007,PHX,Mike Morrison,13,62,127,-0.33029826000568346,-0.4
2007,PIT,Marc-Andre Fleury,184,1954,3905,9.75089491183155,12.1
2007,PIT,Jocelyn Thibault,52,572,1101,3.020798559029237,3.7
2007,SJS,Vesa Toskala,84,915,2142,4.759140640680406,5.9
2007,SJS,Evgeni Nabokov,106,1227,2778,6.975255405003147,8.6
2007,STL,Manny Legace,109,1177,2522,6.037231927906052,7.5
2007,STL,Curtis Sanford,79,707,1492,2.418294318999203,3
2007,STL,Jason Bacashihua,47,450,894,1.8324561803062778,2.3
2007,STL,Marek Schwarz,3,25,60,0.06706717083160023,0.1
2007,TBL,Johan Holmqvist,121,1134,2548,4.389127775848403,5.4
2007,TBL,Marc Denis,125,1068,2353,3.147363945478306,3.9
2007,TBL,Karri Ramo,4,23,70,-0.04905626149470918,-0.1
2007,TOR,Andrew Raycroft,205,1931,4108,7.566925797120989,9.4
2007,TOR,Jean-Sebastien Aubin,46,371,804,0.8630817128695935,1.1
2007,TOR,Mikael Tellqvist,2,19,59,0.07598093404551508,0.1
2007,VAN,Roberto Luongo,171,2169,4490,13.793327964853884,17.1
2007,VAN,Dany Sabourin,21,224,480,1.1261294191346165,1.4
2007,WSH,Olaf Kolzig,159,1771,3184,9.531499107090799,11.8
2007,WSH,Brent Johnson,99,894,1644,3.1379000335372083,3.9
2007,WSH,Frederic Cassivi,6,58,139,0.24134401077559467,0.3
2008,ANA,Jean-Sebastien Giguere,117,1508,3310,9.444825048335987,11.7
2008,ANA,Jonas Hiller,42,578,1223,3.889050548804812,4.8
2008,ANA,Ilya Bryzgalov,19,208,447,1.0321526549932523,1.3
2008,ATL,Kari Lehtonen,131,1560,2707,8.828362283331396,10.9
2008,ATL,Johan Hedberg,111,1026,1927,3.4577382714529694,4.3
2008,ATL,Ondrej Pavelec,18,190,347,0.8819257623169188,1.1
2008,BOS,Tim Thomas,136,1731,3342,10.68095064801473,13.2
2008,BOS,Alex Auld,47,578,1213,3.4163473440735115,4.2
2008,BOS,Tuukka Rask,10,88,184,0.25123486602563455,0.3
2008,BOS,Manny Fernandez,16,95,244,-0.22082160546536367,-0.3
2008,BUF,Ryan Miller,197,2104,4474,9.986098774805502,12.3
2008,BUF,Jocelyn Thibault,28,214,507,0.2628760643511068,0.3
2008,CAR,Cam Ward,180,1870,3930,8.411311733798193,10.4
2008,CAR,John Grahame,53,424,848,0.7549812662915287,0.9
2008,CAR,Michael Leighton,7,68,158,0.2628928626170889,0.3
2008,CBJ,Pascal Leclaire,112,1379,2986,8.163360928772029,10.1
2008,CBJ,Fredrik Norrena,89,856,1960,3.2259389991684184,4
2008,CBJ,Dan LaCosta,0,5,13,0.06799098156183175,0.1
2008,CGY,Miikka Kiprusoff,197,2096,4398,9.877313204306565,12.2
2008,CGY,Curtis Joseph,17,181,400,0.8540826364518826,1.1
2008,CGY,Matt Keetley,0,2,9,0.027196392624732703,0
2008,CGY,Curtis McElhinney,5,51,150,0.22080480719938173,0.3
2008,CHI,Nikolai Khabibulin,127,1389,2892,6.881233277701786,8.5
2008,CHI,Patrick Lalime,86,835,1828,3.223998799447506,4
2008,CHI,Corey Crawford,8,112,224,0.7666728594149477,0.9
2008,COL,Jose Theodore,123,1367,3028,6.960235522614767,8.6
2008,COL,Peter Budaj,82,849,1912,3.792536111605677,4.7
2008,COL,Tyler Weiman,0,10,16,0.1359819631236635,0.2
2008,DAL,Marty Turco,140,1543,3629,7.746327177504821,9.6
2008,DAL,Mike Smith,48,510,1172,2.3971293538863367,3
2008,DAL,Johan Holmqvist,5,35,80,0.0032336662015201175,0
2008,DAL,Tobias Stephan,2,40,61,0.3548465706021331,0.4
2008,DET,Chris Osgood,84,976,2409,5.330425761383682,6.6
2008,DET,Dominik Hasek*,84,855,2350,3.6850440075873547,4.5
2008,DET,Jimmy Howard,7,95,197,0.6300441630509804,0.8
2008,EDM,Mathieu Garon,118,1359,2658,7.324153156847137,9
