X1,year,team,games,wins,ot.wins,ot.losses,goals,goals.against,points,team.dps,team.ops,team.gps,dps.avg,ops.avg,gps.avg,team.ps,dps.prop,dps.prop.adj,ops.prop,ops.prop.adj,dps.full.prop,dps.full.prop.adj,champ
15,1999,BUF,21,14,2,1,59,49,27,10.71307541624652,19.090231756693836,4.719545676970623,0.5101464483926914,0.9090586550806589,0.22474027033193442,34.52285284991098,0.31031836977152205,-0.1244688500599404,0.5529737602998548,0.07825881410762969,0.4470262397001451,-0.07825881410762991,0
16,1999,DAL,23,16,4,4,64,44,32,14.786863036361057,21.565434176088694,4.49693982221687,0.6429070885374373,0.9376275728734215,0.1955191227050813,40.849237034666615,0.36198627219921437,-0.07280094763224809,0.527927465518811,0.05321251932658588,0.47207253448118924,-0.05321251932658577,1
17,2000,FLA,4,0,0,0,6,12,0,0.7766807449168837,0.5459428061150273,0.7079722504938245,0.19417018622922091,0.13648570152875683,0.17699306262345613,2.0305958015257355,0.382489092281835,0.10400013391871765,0.2688584334237372,-0.2813623170943386,0.7311415665762627,0.28136231709433857,0
18,2000,LAK,4,0,0,0,6,15,0,0.806993627085289,0.6819763719890176,0.4950155770217094,0.20174840677132225,0.1704940929972544,0.12375389425542735,1.983985576096016,0.4067537772493534,0.1282648188862361,0.3437405897531651,-0.20648016076491071,0.6562594102468349,0.20648016076491071,0
19,2000,WSH,5,1,0,1,8,17,3,0.5000904816924291,-1.0210384730053714,-0.36760662055684734,0.10001809633848582,-0.2042076946010743,-0.07352132411136947,-0.8885546118697897,-0.5628134444545692,-0.8413024028176865,1.1491004147249828,0.598879664206907,-0.14910041472498278,-0.598879664206907,0
20,2000,BUF,5,1,1,0,8,14,1,1.9077183860300564,1.941833013974874,0.8881663588163832,0.3815436772060113,0.3883666027949748,0.17763327176327665,4.737717758821313,0.40266611122581386,0.12417715286269654,0.4098667571235773,-0.14035399339449856,0.5901332428764228,0.1403539933944986,0
21,2000,PHX,5,1,0,0,10,17,2,0.6878945291371402,2.5025106224194285,0.7091646170866132,0.13757890582742804,0.5005021244838856,0.14183292341732262,3.899569768643182,0.17640267258931144,-0.10208628577380588,0.6417401844024843,0.09151943388440842,0.3582598155975157,-0.09151943388440847,0
22,2000,EDM,5,1,0,0,11,14,2,1.3915545091438197,3.1930384951074275,0.4055147061568249,0.27831090182876395,0.6386076990214855,0.08110294123136498,4.990107710408072,0.2788626197870233,3.73661423905991e-4,0.6398736621351031,0.08965291161702726,0.36012633786489695,-0.08965291161702721,0
23,2000,OTT,6,2,0,1,10,17,5,1.895079894474354,1.025117771282016,0.7255458996613913,0.315846649079059,0.17085296188033602,0.12092431661023188,3.645743565417761,0.5198061411807496,0.24131718281763231,0.281182083404308,-0.26903866711376784,0.718817916595692,0.2690386671137679,0
24,2000,STL,7,3,0,0,22,20,6,2.2410217446312704,10.115656787991398,0.2309063767189469,0.3201459635187529,1.445093826855914,0.032986625245563846,12.587584909341615,0.17803429019717218,-0.10045466816594514,0.8036217321151314,0.2534009815970556,0.1963782678848686,-0.2534009815970556,0
25,2000,DET,9,5,0,1,23,19,11,4.735824198113704,4.629024889210817,1.6025407007084134,0.5262026886793004,0.5143360988012019,0.17806007785649036,10.967389788032936,0.4318096000637451,0.15332064170062776,0.4220717033565978,-0.128149047161478,0.5779282966434022,0.128149047161478,0
26,2000,SJS,12,5,0,0,27,37,10,2.546679146145739,7.318720468455829,0.8953205583731166,0.2122232621788116,0.609893372371319,0.07461004653109306,10.760720172974684,0.23666437796065626,-0.041824580402461065,0.6801329605091522,0.12991220999107633,0.31986703949084777,-0.1299122099910764,0
27,2000,TOR,12,6,1,0,26,26,11,5.614102805792854,6.287246854771239,2.8782720624347897,0.4678419004827378,0.5239372378976033,0.23985600520289915,14.779621722998883,0.3798542960715043,0.10136533770838696,0.42539971405272986,-0.12482103646534598,0.5746002859472701,0.12482103646534592,0
28,2000,PIT,11,6,1,2,31,23,13,5.028503149383986,12.485676010592778,3.7868370620385794,0.4571366499439987,1.1350614555084344,0.34425791473077993,21.301016222015342,0.23606869723834362,-0.042420261124773706,0.5861540069477247,0.03593325642964884,0.4138459930522754,-0.035933256429648786,0
29,2000,COL,17,11,1,1,43,32,22,10.141014717653139,17.52371167028043,3.1339704922330336,0.5965302775090082,1.0308065688400254,0.18435120542547256,30.798696880166602,0.3292676556125216,0.05077869724940426,0.5689757504501807,0.018754999932104832,0.4310242495498193,-0.018754999932104832,0
30,2000,PHI,18,11,2,1,44,40,21,8.396179343474573,13.839052185072505,2.8622668339392767,0.4664544079708096,0.7688362325040281,0.1590148241077376,25.097498362486355,0.3345424799797768,0.056053521616659496,0.5514116182096446,0.001190867691568731,0.44858838179035543,-0.001190867691568731,0
